"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","chorus_hit","sections","target","ID"
0.312,0.149,7,-14.864,1,0.038,0.98,0.173,0.149,0.484,74.48,207120,4,62.95369,6,"No",33662
0.536,0.248,5,-11.927,0,0.0346,0.99,0.0333,0.13,0.217,108.437,195400,4,18.85148,11,"No",33663
0.446,0.754,11,-6.622,1,0.0275,0.0255,0,0.161,0.402,171.667,291133,4,41.92801,13,"Yes",33664
0.469,0.515,11,-14.804,0,0.0461,0.413,0.419,0.935,0.686,131.782,297573,4,22.35246,14,"No",33665
0.654,0.749,11,-9.221,0,0.0537,0.0746,0,0.114,0.663,93.847,237373,4,30.82115,8,"Yes",33666
0.633,0.976,1,-3.475,0,0.078,0.249,0,0.339,0.628,139.95,218947,3,64.08807,7,"Yes",33667
0.354,0.926,6,-8.578,1,0.0472,0.0509,7.1e-05,0.111,0.283,188.145,277773,4,35.0571,13,"No",33668
0.675,0.822,5,-7.785,1,0.0447,0.169,2.78e-05,0.254,0.734,104.991,241893,4,57.65029,9,"Yes",33669
0.496,0.889,6,-2.904,0,0.159,0.18,0,0.149,0.875,157.997,124293,4,32.9505,8,"No",33670
0.626,0.539,4,-11.173,0,0.0315,0.00903,0.601,0.402,0.26,118.852,243573,4,83.58373,8,"No",33671
0.656,0.813,8,-10.635,1,0.0406,0.296,0,0.468,0.966,137.386,35640,4,17.99411,3,"No",33672
0.54,0.0476,9,-25.737,0,0.0434,0.782,0.907,0.11,0.464,135.708,65720,4,38.3557,3,"No",33673
0.365,0.906,9,-6.056,0,0.12,6.62e-05,0,0.383,0.506,128.016,147212,3,46.08022,7,"No",33674
0.248,0.785,6,-5.353,0,0.0396,0.00112,0.55,0.0759,0.349,104.947,409600,3,34.99349,16,"No",33675
0.504,0.0238,2,-26.117,0,0.0893,0.994,0.901,0.0786,0.353,130.499,119933,4,22.57709,3,"No",33676
0.742,0.655,2,-9.615,1,0.0696,0.872,0.000182,0.142,0.845,113.951,194427,4,38.62596,8,"No",33677
0.557,0.824,2,-9.053,1,0.0524,0.0291,0,0.0829,0.549,128.688,277293,4,23.35767,9,"Yes",33678
0.561,0.883,3,-7.278,0,0.0462,0.53,1.36e-06,0.0772,0.606,94.997,256480,4,19.58311,11,"Yes",33679
0.395,0.502,6,-8.328,1,0.0309,0.236,5.79e-06,0.332,0.323,183.237,178376,3,32.27767,8,"Yes",33680
0.247,0.167,1,-15.213,1,0.0358,0.964,0.909,0.128,0.284,77.384,171667,4,33.656,10,"No",33681
0.164,0.00167,1,-42.66,0,0.0427,0.995,0.892,0.131,0.181,71.323,442800,4,45.33872,24,"No",33682
0.345,0.531,0,-12.708,1,0.0305,0.00642,7.28e-06,0.14,0.49,176.302,313693,4,26.89029,14,"Yes",33683
0.542,0.963,7,-8.153,1,0.0344,0.0481,0.723,0.0809,0.475,91.771,336920,4,44.36621,12,"No",33684
0.411,0.978,10,-3.801,0,0.0532,0.00138,3.97e-06,0.0782,0.353,160.478,322640,4,25.84352,13,"Yes",33685
0.28,0.211,10,-16.333,1,0.0357,0.771,0,0.125,0.223,74.106,276733,3,25.70277,9,"Yes",33686
0.473,0.431,8,-9.399,1,0.0288,0.0203,6.62e-05,0.311,0.106,68.28,213067,4,45.90332,13,"Yes",33687
0.781,0.224,10,-19.505,1,0.94,0.672,0,0.0915,0.619,34.535,66040,3,0,2,"No",33688
0.674,0.955,7,-3.926,1,0.0822,0.0117,0.000124,0.416,0.827,118.401,232173,4,53.65476,8,"Yes",33689
0.628,0.871,7,-6.44,1,0.0363,0.0077,1.64e-06,0.392,0.615,106.101,232067,4,87.29832,7,"Yes",33690
0.853,0.484,3,-8.634,0,0.068,0.329,0.00013,0.0569,0.778,94.849,271013,4,21.69886,13,"Yes",33691
0.762,0.415,3,-11.262,1,0.0302,0.423,0,0.316,0.567,113.975,229827,4,38.38554,10,"Yes",33692
0.564,0.909,0,-6.471,1,0.0311,0.00034,0.11,0.0746,0.892,123.895,242533,4,46.72427,10,"Yes",33693
0.719,0.631,6,-7.411,1,0.0451,0.0235,0.702,0.0686,0.456,80.126,254560,4,61.53995,9,"Yes",33694
0.583,0.538,9,-12.471,1,0.0819,0.428,2.13e-05,0.0792,0.653,187.581,278467,4,33.63071,14,"Yes",33695
0.642,0.834,1,-5.967,0,0.111,0.0375,3.55e-06,0.12,0.569,87.955,282427,4,42.06776,13,"Yes",33696
0.624,0.728,2,-7.909,1,0.0396,0.345,0,0.212,0.644,99.74,206240,4,39.68871,10,"No",33697
0.669,0.941,1,-5.765,0,0.0313,0.00129,4.3e-06,0.886,0.841,134.809,240267,4,50.68296,8,"Yes",33698
0.621,0.0401,10,-20.184,1,0.0418,0.907,0,0.0897,0.503,104.894,197200,1,36.26366,6,"No",33699
0.432,0.0274,3,-28.048,1,0.0464,0.995,0.89,0.0795,0.108,82.448,268133,4,18.75177,13,"No",33700
0.538,0.669,3,-8.012,0,0.0255,0.0594,0.000458,0.101,0.382,102.009,262533,4,19.40214,11,"Yes",33701
0.679,0.509,4,-7.31,1,0.0617,0.0856,0,0.438,0.534,144.29,223547,4,60.32574,11,"Yes",33702
0.313,0.241,0,-16.474,1,0.0381,0.948,0.859,0.102,0.0863,119.88,191893,3,28.39293,10,"No",33703
0.678,0.556,0,-7.423,1,0.0281,0.0904,0.0334,0.0866,0.405,85.158,303133,4,60.81186,10,"Yes",33704
0.463,0.624,3,-9.174,1,0.0437,0.396,1.31e-05,0.0712,0.547,205.275,298027,4,47.62473,11,"Yes",33705
0.69,0.888,6,-5.781,0,0.186,0.163,2.25e-05,0.659,0.686,87.918,262933,4,28.1395,11,"Yes",33706
0.667,0.899,11,-7.084,0,0.0809,0.0371,4.12e-06,0.541,0.738,101.477,246373,4,48.59155,11,"Yes",33707
0.517,0.464,5,-8.021,1,0.0275,0.269,0,0.0827,0.162,106.395,309067,4,25.19997,18,"Yes",33708
0.487,0.975,9,-9.796,1,0.0619,0.000567,0.113,0.105,0.499,144.278,214333,4,78.38285,7,"No",33709
0.623,0.867,8,-5.843,1,0.0382,0.19,0.161,0.266,0.823,96.717,263600,4,31.98466,11,"No",33710
0.521,0.919,2,-3.146,1,0.0475,0.000173,0.00218,0.301,0.746,131.726,206000,4,46.35335,12,"Yes",33711
0.622,0.626,7,-7.852,1,0.0255,0.257,0.542,0.164,0.719,141.794,211867,4,33.54045,13,"No",33712
0.65,0.755,2,-9.645,1,0.0281,8.12e-05,0.0145,0.326,0.782,124.844,292173,4,36.28767,17,"Yes",33713
0.222,0.227,4,-15.769,1,0.0325,0.0469,0,0.0925,0.297,75.694,312827,1,100.3153,11,"Yes",33714
0.593,0.461,2,-7.549,1,0.0236,0.356,0,0.183,0.27,90.399,217360,4,79.94442,7,"Yes",33715
0.45,0.39,5,-15.844,0,0.0334,0.911,0.949,0.0675,0.06,93.088,341267,3,64.84875,11,"No",33716
0.811,0.371,2,-14.992,1,0.0328,0.584,0.0019,0.062,0.745,106.682,184960,4,21.75711,7,"Yes",33717
0.0982,0.994,4,-3.393,0,0.103,0.0516,0.656,0.37,0.0385,162.099,578667,4,19.13894,14,"No",33718
0.785,0.556,0,-11.7,0,0.271,0.0288,0,0.482,0.601,98.836,322227,4,47.05378,14,"Yes",33719
0.716,0.455,2,-7.148,0,0.0282,0.0329,1.87e-06,0.0599,0.226,111.668,306093,4,25.36834,13,"Yes",33720
0.456,0.527,9,-11.008,1,0.0318,0.4,3.13e-06,0.276,0.476,90.732,239627,4,33.97459,8,"Yes",33721
0.462,0.267,7,-15.35,1,0.0341,0.721,0,0.0815,0.56,139.042,278720,4,47.41316,11,"Yes",33722
0.643,0.385,4,-13.994,1,0.0314,0.384,0.261,0.156,0.445,144.732,634133,4,43.42616,25,"No",33723
0.787,0.357,2,-7.533,1,0.0438,0.0378,0,0.191,0.312,122.023,273667,4,64.98612,11,"Yes",33724
0.564,0.806,4,-8.227,1,0.063,0.169,0,0.0663,0.633,176.405,183707,4,30.64345,8,"Yes",33725
0.567,0.369,7,-11.832,0,0.0243,0.749,0.808,0.0799,0.428,103.131,426440,4,35.40651,19,"No",33726
0.625,0.819,2,-6.142,1,0.0361,0.589,0,0.201,0.733,139.642,201907,4,30.39488,10,"Yes",33727
0.702,0.664,6,-10.038,0,0.0856,0.276,1.26e-06,0.0419,0.697,79.863,295373,4,18.23418,16,"Yes",33728
0.522,0.732,3,-5.773,1,0.0277,0.427,0,0.134,0.587,144.962,164773,4,25.68774,9,"Yes",33729
0.375,0.359,4,-6.262,1,0.0271,0.416,0,0.126,0.194,76.429,246333,4,13.91834,12,"Yes",33730
0.346,0.585,2,-12.26,0,0.0458,0.306,0.168,0.108,0.291,136.434,398400,4,31.08156,13,"No",33731
0.69,0.803,4,-6.549,1,0.0354,0.032,2.01e-05,0.0676,0.602,95.959,219844,4,55.66049,10,"Yes",33732
0.6,0.77,5,-5.559,0,0.0302,0.0603,4.79e-06,0.0967,0.321,128.473,277240,4,31.53345,11,"Yes",33733
0.875,0.68,10,-7.594,1,0.0844,0.0675,0,0.224,0.687,96.005,199960,4,40.11633,9,"Yes",33734
0.161,0.942,7,-5.948,1,0.0756,5.56e-06,0.266,0.0452,0.312,169.781,204133,4,20.40017,8,"No",33735
0.335,0.549,8,-11.024,1,0.0302,0.252,0,0.0822,0.48,141.547,290160,4,39.31788,12,"Yes",33736
0.864,0.641,6,-2.988,0,0.279,0.0473,0,0.584,0.678,93.526,307827,4,19.68638,11,"Yes",33737
0.632,0.875,2,-8.689,1,0.0507,0.0255,2.43e-05,0.462,0.843,98.492,192613,4,31.7658,9,"No",33738
0.546,0.466,0,-7.62,1,0.278,0.00805,0,0.349,0.41,129.953,343000,4,19.78688,16,"No",33739
0.364,0.953,2,-6.659,1,0.0848,0.0216,1.09e-05,0.118,0.473,164.013,153853,4,33.7778,8,"No",33740
0.644,0.539,0,-9.847,0,0.0353,0.502,0,0.0821,0.236,131.882,238400,4,29.16535,13,"No",33741
0.287,0.942,4,-7.223,0,0.0781,0.000903,0.314,0.229,0.572,163.34,143973,4,17.60551,11,"No",33742
0.519,0.913,9,-9.743,1,0.0495,0.0259,1.4e-05,0.22,0.417,103.934,285333,4,26.22235,16,"Yes",33743
0.726,0.501,1,-13.884,0,0.154,0.155,0,0.0893,0.582,128.099,330945,4,70.51133,16,"Yes",33744
0.364,0.955,2,-4.035,1,0.0756,2.63e-05,0,0.219,0.257,140.092,215747,4,13.97843,11,"No",33745
0.578,0.0717,10,-16.308,1,0.0534,0.974,1.33e-05,0.0905,0.269,72.164,221867,4,83.80938,8,"No",33746
0.886,0.807,11,-8.19,1,0.118,0.155,9.73e-06,0.0681,0.617,135.009,271933,4,29.83872,14,"Yes",33747
0.561,0.941,6,-10.618,0,0.0457,0.0869,0.885,0.138,0.712,151.469,309800,4,34.50109,12,"No",33748
0.418,0.686,7,-7.461,1,0.0665,0.232,0.411,0.0915,0.124,149.911,187960,4,53.70331,10,"No",33749
0.645,0.535,4,-8.555,1,0.0286,0.157,1.8e-05,0.72,0.5,136.464,212493,4,38.82699,11,"No",33750
0.384,0.592,4,-8.84,1,0.0248,0.0382,0.553,0.127,0.462,87.251,202160,4,69.09612,8,"No",33751
0.718,0.653,4,-5.807,0,0.0583,0.651,1.43e-05,0.0375,0.905,96.736,191440,4,50.87392,9,"No",33752
0.682,0.722,9,-7.599,1,0.0496,0.013,0.000816,0.0338,0.904,95.753,247267,4,30.4841,13,"Yes",33753
0.32,0.983,1,-6.254,0,0.122,0.00022,1.57e-05,0.226,0.184,104.141,288600,4,28.46611,12,"No",33754
0.569,0.506,0,-12.785,1,0.0268,0.577,0.875,0.117,0.289,150.041,381173,4,51.78883,16,"No",33755
0.723,0.595,4,-9.159,1,0.0301,0.158,0.000476,0.117,0.564,114.106,207200,4,15.68021,9,"Yes",33756
0.507,0.71,5,-5.02,1,0.0291,0.0975,1.08e-05,0.17,0.45,134.647,273573,4,30.43931,13,"Yes",33757
0.477,0.563,9,-6.089,1,0.0279,0.578,0,0.0702,0.19,69.964,212200,4,32.36731,8,"Yes",33758
0.769,0.847,2,-8.828,1,0.0839,0.0136,0.00119,0.108,0.647,123.157,284267,4,44.07279,12,"Yes",33759
0.389,0.811,9,-9.182,1,0.0644,0.00107,0.00512,0.16,0.706,99.242,150667,4,35.35702,6,"No",33760
0.319,0.41,7,-11.586,1,0.0437,0.534,0,0.111,0.461,187.527,212533,3,35.03362,11,"No",33761
0.391,0.529,6,-11.095,1,0.0329,0.845,0.0858,0.065,0.902,161.304,104427,4,21.8393,6,"No",33762
0.51,0.579,2,-12.781,0,0.0449,0.992,0.887,0.405,0.894,125.018,159160,5,49.18782,7,"No",33763
0.638,0.73,6,-12.12,0,0.123,0.0426,6.08e-05,0.103,0.713,98.736,441173,4,34.02328,17,"No",33764
0.567,0.707,7,-8.429,1,0.0574,0.758,1.06e-06,0.0839,0.971,140.735,161827,4,29.54689,8,"No",33765
0.746,0.576,4,-10.507,1,0.0298,0.491,0.00494,0.0636,0.812,122.614,266307,4,28.00016,11,"No",33766
0.849,0.476,0,-10.479,1,0.445,0.0966,0,0.105,0.48,83.21,277133,4,22.8208,10,"Yes",33767
0.569,0.335,0,-13.823,0,0.0358,0.853,0.691,0.115,0.491,78.391,320973,4,73.16866,11,"No",33768
0.451,0.684,0,-10.169,1,0.0324,0.003,0.11,0.166,0.432,160.008,180107,4,50.12825,8,"No",33769
0.547,0.837,0,-5.1,1,0.0763,0.0781,0,0.254,0.794,96.882,140413,4,25.66105,9,"No",33770
0.603,0.755,7,-8.211,0,0.0281,0.127,1.41e-05,0.278,0.338,114.169,311400,4,34.61664,10,"No",33771
0.634,0.598,2,-10.415,1,0.0962,0.0997,0.00035,0.298,0.729,83.082,260440,4,49.25773,9,"Yes",33772
0.439,0.863,4,-6.335,1,0.0484,0.0292,0,0.376,0.726,181.766,230427,4,39.4136,10,"Yes",33773
0.358,0.328,0,-16,1,0.0306,0.044,0.0407,0.472,0.155,92.898,244067,4,55.95248,8,"No",33774
0.552,0.807,8,-10.949,0,0.0371,0.0091,3.7e-06,0.308,0.394,98.995,174341,4,57.93754,8,"No",33775
0.73,0.773,0,-6.135,1,0.172,0.0538,0,0.592,0.554,94.57,271427,4,24.02109,10,"Yes",33776
0.502,0.304,11,-12.144,0,0.0459,0.987,0,0.284,0.419,80.118,177067,4,25.15019,9,"No",33777
0.393,0.157,5,-17.321,1,0.0363,0.825,0.829,0.16,0.114,104.053,338573,3,20.07169,18,"No",33778
0.813,0.882,7,-7.575,1,0.0402,0.0908,0.00457,0.147,0.874,125.983,236933,4,40.54748,12,"Yes",33779
0.56,0.692,1,-6.438,1,0.0302,0.112,0,0.0638,0.698,83.588,200693,4,25.06532,8,"Yes",33780
0.782,0.647,2,-8.59,1,0.0678,0.454,0,0.101,0.813,102.387,206733,4,39.75275,11,"No",33781
0.706,0.696,8,-20.837,1,0.0882,0.84,0.97,0.137,0.509,98.026,64067,4,32.14305,4,"No",33782
0.343,0.425,0,-5.589,1,0.0288,0.612,5.13e-06,0.243,0.408,154.267,156867,3,40.65823,9,"No",33783
0.0837,0.853,4,-10.971,0,0.104,2.88e-06,0.841,0.053,0.59,199.005,132520,4,32.64907,6,"No",33784
0.238,0.771,1,-9.286,0,0.0705,0.0103,0.000221,0.0947,0.14,111.879,340667,4,57.89375,11,"No",33785
0.607,0.786,0,-7.081,1,0.0596,0.00552,0.000169,0.0673,0.905,96.569,243427,4,41.79189,9,"Yes",33786
0.397,0.831,7,-9.693,0,0.076,0.000178,0.0693,0.126,0.398,152.112,178400,3,37.02156,8,"No",33787
0.293,0.301,6,-7.618,1,0.0281,0.717,0,0.361,0.394,107.95,241013,4,35.54826,14,"No",33788
0.752,0.753,6,-7.721,0,0.357,0.114,0,0.317,0.604,102.549,289867,4,83.74483,6,"Yes",33789
0.805,0.638,1,-5.864,1,0.0803,0.141,0,0.322,0.644,94.52,315507,4,15.54987,11,"Yes",33790
0.558,0.126,3,-18.744,1,0.047,0.993,0.948,0.107,0.598,104.677,235600,4,20.81588,14,"No",33791
0.574,0.586,7,-9.007,1,0.0246,0.101,9.44e-06,0.0524,0.511,88.42,244667,4,37.39275,10,"Yes",33792
0.81,0.428,0,-14.248,1,0.272,0.0623,0,0.116,0.649,142.075,234827,4,40.74881,11,"Yes",33793
0.372,0.57,3,-7.305,1,0.0305,0.517,2.57e-06,0.141,0.234,179.907,291333,4,30.12424,14,"Yes",33794
0.505,0.411,8,-8.273,1,0.0255,0.677,1.23e-05,0.0605,0.124,80.948,378573,3,34.65042,15,"Yes",33795
0.936,0.55,3,-12.744,0,0.0548,0.00935,0.000322,0.0688,0.763,120.963,199627,4,24.79791,11,"Yes",33796
0.679,0.58,5,-7.034,1,0.0238,0.176,0.00153,0.0944,0.429,104.357,233773,4,41.01474,13,"Yes",33797
0.161,0.0659,4,-26.49,1,0.0438,0.891,0.939,0.1,0.0394,109.446,122907,4,54.41673,5,"No",33798
0.601,0.412,5,-11.963,1,0.0361,0.147,0.00585,0.263,0.464,204.064,300733,4,34.81211,18,"Yes",33799
0.479,0.979,10,-5.077,0,0.107,0.0207,0,0.722,0.292,124.765,226427,4,24.35521,9,"Yes",33800
0.669,0.644,0,-10.47,1,0.0302,0.000172,0.00585,0.356,0.764,120.012,328800,4,33.24239,19,"Yes",33801
0.347,0.437,5,-15.909,1,0.0513,0.925,0.978,0.137,0.417,146.881,124000,4,33.28338,9,"No",33802
0.463,0.836,0,-9.686,0,0.0363,0.468,0.501,0.149,0.308,173.854,228293,4,45.88768,10,"No",33803
0.207,0.716,4,-13.336,0,0.0641,0.00504,0.839,0.906,0.319,62.486,270533,4,36.95544,9,"No",33804
0.476,0.363,1,-10.706,1,0.0296,0.2,0,0.055,0.243,164.555,231067,3,43.60435,7,"Yes",33805
0.373,0.303,2,-16.456,1,0.0292,0.109,0,0.174,0.32,162.227,284067,3,18.86257,14,"Yes",33806
0.706,0.926,9,-3.192,0,0.127,0.00135,0,0.261,0.389,134.981,218778,4,28.35466,12,"Yes",33807
0.373,0.774,1,-5.233,1,0.0774,0.000635,0.532,0.346,0.404,181.983,403867,4,47.79877,16,"No",33808
0.626,0.632,0,-8.692,0,0.0287,0.181,0,0.146,0.7,114.593,211667,4,25.35411,9,"Yes",33809
0.481,0.927,9,-9.027,1,0.0402,0.0226,1.01e-05,0.281,0.615,123.345,214800,4,23.22415,11,"No",33810
0.716,0.818,7,-7.456,1,0.0256,0.154,0.000806,0.236,0.817,103.668,248600,4,56.26167,13,"Yes",33811
0.383,0.825,5,-7.594,1,0.0323,0.0537,0.00206,0.292,0.142,121.314,269507,4,66.98257,9,"No",33812
0.59,0.805,11,-7.559,1,0.0416,0.164,1.04e-05,0.0754,0.817,96.681,225680,4,44.97487,11,"No",33813
0.757,0.83,5,-13.169,0,0.0413,0.00129,0.00741,0.0877,0.925,120.883,243133,4,45.73589,10,"Yes",33814
0.798,0.619,7,-9.595,1,0.212,0.115,3.46e-06,0.0797,0.636,100.258,327867,4,101.03166,8,"Yes",33815
0.321,0.697,1,-6.266,0,0.057,0.405,0.000155,0.0721,0.234,146.161,305667,4,31.11678,14,"No",33816
0.688,0.679,1,-11.05,0,0.0259,0.319,0.000301,0.29,0.536,101.872,291867,4,48.53755,11,"Yes",33817
0.593,0.923,0,-6.19,1,0.101,0.0495,0,0.29,0.587,124.862,224000,4,36.51413,9,"Yes",33818
0.514,0.704,2,-4.724,1,0.0261,0.0515,0.00219,0.228,0.386,76.975,255467,4,25.16962,10,"Yes",33819
0.765,0.788,3,-9.896,1,0.0332,0.0166,0.588,0.0513,0.964,126.879,266200,4,38.96896,12,"Yes",33820
0.316,0.986,2,-3.715,1,0.185,2.67e-05,1.48e-05,0.737,0.154,144.066,164267,4,67.81519,7,"No",33821
0.563,0.425,2,-13.814,0,0.0665,0.913,0.0054,0.306,0.679,77.209,179933,4,19.92237,10,"No",33822
0.61,0.589,0,-7.594,1,0.0325,0.756,0,0.115,0.382,121.849,257840,4,52.78165,11,"Yes",33823
0.833,0.679,8,-4.496,1,0.0365,0.0834,0.00258,0.0769,0.975,109.916,219867,4,33.49699,9,"Yes",33824
0.705,0.416,4,-13.496,1,0.0404,0.352,0.0149,0.0809,0.903,109.96,159867,4,32.32188,10,"No",33825
0.733,0.354,1,-14.382,1,0.0536,0.438,1.3e-05,0.12,0.816,147.859,269307,4,59.05794,15,"Yes",33826
0.285,0.784,5,-6.562,1,0.0381,0.000143,0.21,0.113,0.233,82.623,434093,4,23.15728,20,"No",33827
0.474,0.528,7,-8.588,1,0.0276,0.526,0,0.109,0.364,144.366,227333,4,34.09931,11,"Yes",33828
0.828,0.628,0,-9.473,1,0.239,0.238,0.000212,0.235,0.652,81.89,247960,4,33.07244,9,"Yes",33829
0.351,0.136,4,-20.083,0,0.0321,0.518,0.00182,0.354,0.141,103.821,464893,4,31.7724,19,"No",33830
0.375,0.51,4,-7.797,0,0.0354,0.00436,0.00352,0.121,0.69,101.13,207076,4,63.22337,8,"No",33831
0.692,0.641,7,-7.601,1,0.0359,0.0239,1.23e-05,0.114,0.559,98.742,225827,4,76.778,11,"Yes",33832
0.814,0.481,0,-5.183,1,0.245,0.097,3.83e-05,0.0495,0.193,96.252,161400,4,53.08476,7,"Yes",33833
0.716,0.0927,7,-23.03,1,0.0594,0.794,0,0.0955,0.505,81.7,181733,4,62.00384,6,"No",33834
0.83,0.859,7,-9.213,1,0.124,0.000971,0,0.214,0.654,109.321,283307,4,33.57268,15,"Yes",33835
0.388,0.55,6,-9.903,1,0.0311,0.157,0,0.0913,0.253,159.978,238827,3,30.58233,11,"Yes",33836
0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,217107,4,19.83873,10,"Yes",33837
0.725,0.68,0,-6.037,1,0.224,0.149,0,0.127,0.695,90.964,268707,4,49.45368,11,"Yes",33838
0.65,0.684,10,-6.545,0,0.0349,3.77e-05,0.0514,0.0661,0.722,128.425,245333,4,31.47649,13,"No",33839
0.69,0.651,9,-7.86,1,0.101,0.343,9.56e-05,0.178,0.691,79.305,225333,4,35.90127,10,"Yes",33840
0.413,0.829,4,-11.111,1,0.529,0.394,0,0.108,0.677,191.477,265533,4,35.393,11,"Yes",33841
0.854,0.543,8,-6.166,0,0.0844,0.0402,5.73e-05,0.0419,0.868,103.032,243733,4,19.66598,11,"Yes",33842
0.515,0.903,0,-8.832,1,0.0443,0.014,0.0218,0.38,0.927,116.44,232720,4,66.7594,11,"Yes",33843
0.846,0.416,10,-13.767,0,0.118,0.156,9.34e-06,0.238,0.645,96.188,259000,4,21.35196,13,"Yes",33844
0.632,0.443,4,-10.804,1,0.0312,0.155,3.04e-06,0.0733,0.236,116.02,351373,4,24.55241,11,"Yes",33845
0.218,0.0141,3,-26.224,1,0.0384,0.93,0.00436,0.112,0.0545,137.608,66240,1,32.3112,4,"No",33846
0.503,0.785,0,-6.571,1,0.0743,0.295,0,0.744,0.734,91.464,247333,4,55.62806,9,"Yes",33847
0.342,0.635,6,-7.535,1,0.031,0.366,0.208,0.247,0.043,129.675,227520,4,43.13748,12,"No",33848
0.491,0.938,4,-7.877,1,0.0535,0.0757,0,0.316,0.669,150.509,235400,4,37.03583,11,"No",33849
0.484,0.83,0,-4.478,1,0.0336,0.0961,0.00343,0.0625,0.824,97.157,279320,4,35.25127,13,"No",33850
0.533,0.393,0,-7.822,1,0.0275,0.395,0,0.171,0.105,124.621,291689,4,50.96993,14,"Yes",33851
0.73,0.892,9,-5.298,1,0.17,0.0807,0,0.323,0.953,170.594,208230,4,51.65284,8,"Yes",33852
0.527,0.939,0,-5.752,1,0.0306,2.43e-05,0.351,0.667,0.836,100.852,224560,4,65.35948,4,"No",33853
0.47,0.961,11,-5.876,0,0.0835,0.000846,0.000221,0.168,0.628,100.851,164733,4,36.70533,9,"No",33854
0.622,0.97,9,-2.722,0,0.156,0.13,0,0.188,0.429,102.025,209467,4,21.45298,8,"Yes",33855
0.212,0.862,1,-7.644,0,0.046,0.0142,0.243,0.866,0.316,182.302,277427,3,34.24953,11,"No",33856
0.37,0.29,2,-18.244,0,0.0338,0.917,0.906,0.105,0.318,77.948,284667,3,28.68216,15,"No",33857
0.67,0.468,1,-6.725,0,0.0328,0.325,0,0.0516,0.486,140.069,299800,4,54.72219,12,"Yes",33858
0.372,0.865,2,-4.918,1,0.0381,0.000453,0,0.234,0.478,174.53,258733,4,44.80551,15,"Yes",33859
0.474,0.6,10,-8.387,1,0.104,0.915,0.0195,0.499,0.793,81.717,186560,3,92.508,5,"No",33860
0.319,0.925,9,-6.991,1,0.0508,0.000139,0.266,0.442,0.421,100.224,229627,4,46.93069,10,"No",33861
0.28,0.987,2,-4.096,1,0.105,0.231,0.784,0.461,0.212,134.857,311360,4,153.93247,7,"No",33862
0.693,0.875,7,-8.354,0,0.0315,0.00971,0,0.0601,0.901,120.048,259387,4,32.92305,13,"Yes",33863
0.467,0.418,0,-6.874,1,0.029,0.731,0,0.0764,0.317,171.779,291840,4,39.02845,14,"No",33864
0.589,0.382,10,-12.332,1,0.0249,0.402,1.23e-06,0.116,0.218,75.497,233907,4,33.03056,12,"No",33865
0.295,0.593,11,-7.572,1,0.0555,0.25,0,0.236,0.37,85.482,225933,4,38.87114,10,"Yes",33866
0.626,0.623,4,-6.888,0,0.0236,0.397,6.87e-06,0.0777,0.516,90.994,202760,4,29.74752,10,"No",33867
0.0919,0.0634,5,-24.136,1,0.0485,0.975,0.842,0.105,0.0964,71.162,372000,4,47.80176,13,"No",33868
0.568,0.845,6,-7.632,0,0.046,0.0194,1.42e-06,0.109,0.52,164.019,316800,4,53.7064,14,"No",33869
0.682,0.963,11,-4.046,1,0.057,0.0186,0.0719,0.344,0.71,118.937,345800,4,24.51814,12,"Yes",33870
0.467,0.432,7,-11.753,1,0.0283,0.175,0.001,0.226,0.238,142.642,271333,4,17.16996,16,"Yes",33871
0.574,0.351,3,-10.573,1,0.535,0.849,0,0.173,0.44,97.644,115760,4,66.10126,5,"No",33872
0.215,0.104,9,-13.118,0,0.0325,0.792,1.21e-06,0.315,0.079,97.291,265867,3,43.23603,13,"No",33873
0.421,0.407,0,-14.723,1,0.0295,0.000152,0.824,0.154,0.327,94.953,368733,4,22.06464,15,"No",33874
0.225,0.953,7,-4.77,1,0.194,0.000158,7.44e-06,0.358,0.248,86.554,142347,4,53.53114,7,"No",33875
0.366,0.475,1,-15.408,1,0.11,0.755,0.00857,0.379,0.253,111.771,187933,4,48.97,10,"No",33876
0.544,0.0417,7,-24.329,0,0.0496,0.913,0.00014,0.119,0.193,83.045,204867,3,37.57738,9,"No",33877
0.684,0.448,9,-8.558,0,0.0533,0.942,0,0.608,0.704,118.449,215373,4,20.48852,12,"No",33878
0.865,0.641,10,-6.652,0,0.162,0.0611,0.000107,0.218,0.762,95.307,263533,4,107.3197,7,"Yes",33879
0.817,0.84,2,-8.598,1,0.0922,0.00506,0.00034,0.288,0.89,104.295,237907,4,55.78609,10,"Yes",33880
0.568,0.707,3,-5.672,1,0.0582,0.0608,0,0.0673,0.663,171.968,236067,4,28.76063,11,"No",33881
0.681,0.967,2,-6.639,1,0.0393,0.0182,0.488,0.0477,0.965,136.987,262600,4,60.79189,10,"Yes",33882
0.513,0.76,2,-10.839,1,0.048,0.182,5.75e-05,0.12,0.769,112.303,250933,1,42.14026,10,"No",33883
0.668,0.761,11,-13.509,0,0.0462,0.0108,0.000272,0.0679,0.625,119.48,281507,4,24.0422,10,"Yes",33884
0.231,0.477,10,-7.748,1,0.029,0.747,2.61e-06,0.122,0.235,95.969,259667,4,24.16325,14,"Yes",33885
